Feature ID,Locus Name,Gene length,Chromosome region start,Chromosome region end,0 Hour Time Point Unique gene reads,Total gene reads,RPKM,6 Hour Time Point Unique gene reads,Total gene reads,RPKM,Fold Change in RPKM  0 to 6 hours ,12 Hour Time Point Unique gene reads,Total gene reads,RPKM,Fold Change in RPKM 0 to 12 hours,21 Hour Time Point Unique gene reads,Total gene reads,RPKM,Fold Change in RPKM 0 to 21 hours
all7167,all7167,634,166351,166985,4,4,363.2627974,1,1,80.56425918,-4.508982036,4,4,332.060435,-1.093965914,6,6,543.9858825,1.497499569
alr4990,alr4990,637,5962365,5963002,4,4,0.366409376,1,1,0.099374115,-3.687171197,0,0,0,-1.7977E+308,5,5,0.43966946,1.199940527
petC (Nostoc_chromosome 5400918..5401555),all4511,637,5400918,5401555,4,4,0.366409376,6,6,0.596244693,1.627263742,7,7,0.619614136,1.691043343,6,6,0.527603352,1.439928633
all2754,all2754,640,3352268,3352908,4,4,0.364691832,5,5,0.494541496,1.356053118,1,1,0.088101385,-4.139456289,5,5,0.437608509,1.199940527
alr1166,alr1166,640,1369117,1369757,4,4,0.364691832,6,6,0.593449796,1.627263742,28,28,2.46683878,6.76417337,18,18,1.575390634,4.319785898
all0615,all0615,652,715817,716469,4,4,0.357979713,0,0,0,-1.7977E+308,7,7,0.60535921,1.691043343,4,4,0.343643492,-1.041718295
all4697,all4697,652,5602195,5602847,4,4,0.357979713,3,3,0.291263703,-1.229057066,11,11,0.951278758,2.657353824,23,23,1.975950079,5.519726425
alr0078,alr0078,658,82624,83282,4,4,0.35471546,0,0,0,-1.7977E+308,32,34,2.913504768,8.213639092,23,24,2.043059789,5.759714531
all3197,all3197,661,3864399,3865060,4,5,0.441381945,2,2,0.191531956,-2.304481998,9,9,0.7677216,1.739358867,12,12,1.016893601,2.303885812
alr5363,alr5363,664,6407565,6408229,4,5,0.43938775,8,12,1.143999606,2.603621987,6,6,0.509501985,1.159572578,13,14,1.181015736,2.687866781
alr2988,alr2988,667,3630881,3631548,4,4,0.349929194,6,6,0.56942709,1.627263742,10,10,0.845350621,2.415776204,10,10,0.839788444,2.399881055
all2573,all2573,670,3075024,3075694,4,4,0.348362347,3,3,0.283438708,-1.229057066,28,28,2.356383312,6.76417337,3,3,0.250808459,-1.388957726
all1011,all1011,679,1181535,1182214,4,4,0.343744879,4,4,0.372909052,1.084842495,21,21,1.743862466,5.073130028,22,22,1.814883008,5.27973832
all0393,all0393,682,460465,461147,4,4,0.342232804,1,1,0.092817172,-3.687171197,2,2,0.165351573,-2.069728145,3,3,0.246395407,-1.388957726
alr4772,alr4772,682,5684413,5685095,4,5,0.427791006,9,10,0.928171723,2.169684989,1,4,0.330703146,-1.29358009,2,2,0.164263605,-2.604295737
all4243,all4243,700,5087416,5088116,4,4,0.333432532,8,8,0.72344356,2.169684989,18,18,1.449897079,4.348397167,27,27,2.160535726,6.479678847
all1515,all1515,712,1775020,1775732,4,4,0.327812883,1,1,0.088906336,-3.687171197,2,2,0.158384512,-2.069728145,2,2,0.157342385,-2.08343659
all1881,all1881,745,2244532,2245277,4,4,0.313292312,2,2,0.169936407,-1.843585599,3,3,0.227053234,-1.379818763,4,4,0.300745714,-1.041718295
hupE (Nostoc_chromosome 5623037..5623788),alr4717,751,5623037,5623788,4,4,0.310789311,4,4,0.337157452,1.084842495,4,4,0.300318969,-1.034864072,5,5,0.37292869,1.199940527
alr1579,alr1579,769,1847609,1848378,4,4,0.303514659,5,5,0.411581999,1.356053118,67,67,4.912597384,16.18570056,8,8,0.582719264,1.919904844
alr4045,alr4045,781,4872178,4872959,4,4,0.298851181,4,4,0.324206461,1.084842495,8,8,0.577566058,1.932620963,6,6,0.430324373,1.439928633
alr5231,alr5231,790,6244800,6245590,4,4,0.295446548,8,8,0.641025939,2.169684989,16,16,1.141972383,3.865241926,16,16,1.134458516,3.839809687
alr2814,alr2814,799,3423471,3424270,4,4,0.292118614,2,2,0.158451343,-1.843585599,16,16,1.129109114,3.865241926,8,8,0.560839942,1.919904844
alr7383,alr7383,799,405322,406121,4,4,288.2460745,11,11,703.1979268,2.439575033,34,34,2239.641657,7.769894737,41,41,2949.597211,10.23291372
alr3302,alr3302,808,3983233,3984041,4,4,0.288864818,2,3,0.235029622,-1.229057066,1,1,0.069783275,-4.139456289,4,6,0.415944722,1.439928633
alr4823,alr4823,808,5743092,5743900,4,4,0.288864818,3,3,0.235029622,-1.229057066,54,54,3.768296863,13.0451915,10,10,0.693241203,2.399881055
all4659,all4659,811,5560272,5561083,4,4,0.287796267,6,6,0.46832043,1.627263742,25,25,1.738128434,6.039440509,7,7,0.483473766,1.679916738
alr2659,alr2659,817,3225472,3226289,4,4,0.285682708,1,1,0.077480185,-3.687171197,10,10,0.690145488,2.415776204,6,6,0.411362711,1.439928633
alr7059,alr7059,817,46858,47675,4,4,281.8954878,0,1,62.518654,-4.508982036,1,1,64.42053727,-4.375863657,1,1,70.35639525,-4.00667895
all4402,all4402,826,5277864,5278690,4,4,0.282569943,3,3,0.229907911,-1.229057066,10,10,0.682625743,2.415776204,11,12,0.813761102,2.879857265
alr2226,alr2226,841,2668995,2669836,4,4,0.277530051,4,4,0.301076392,1.084842495,7,7,0.469315345,1.691043343,4,4,0.266415644,-1.041718295
alr4311,alr4311,856,5166071,5166927,4,4,0.27266679,6,6,0.443700782,1.627263742,6,6,0.395221166,1.449465722,5,5,0.327183932,1.199940527
alr2539,alr2539,880,3044164,3045044,4,4,0.265230423,4,4,0.287733234,1.084842495,6,6,0.384442407,1.449465722,9,9,0.572869321,2.159892949
alr4619,alr4619,901,5521370,5522271,4,4,0.259048582,5,5,0.351283638,1.356053118,0,0,0,-1.7977E+308,94,94,5.843846376,22.55888191
all3702,all3702,910,4470846,4471756,4,4,0.256486563,10,10,0.695618808,2.712106237,14,14,0.867459791,3.382086685,10,10,0.615537244,2.399881055
alr7300,alr7300,910,311297,312207,4,4,253.0863885,7,7,392.9056948,1.552456839,18,18,1041.064199,4.113473684,33,33,2084.482167,8.236247629
all5040,all5040,913,6011908,6012821,4,4,0.255643782,1,1,0.069333309,-3.687171197,8,8,0.494062531,1.932620963,5,5,0.306757334,1.199940527
alr3714,alr3714,913,4483330,4484243,4,4,0.255643782,4,4,0.277333238,1.084842495,17,17,1.049882879,4.106819546,8,8,0.490811735,1.919904844
all5282,all5282,928,6302210,6303138,4,4,0.251511608,9,9,0.613913582,2.440895613,14,14,0.850634062,3.382086685,6,6,0.362158766,1.439928633
alr3301,alr3301,934,3982388,3983322,4,4,0.249895902,5,5,0.338872117,1.356053118,16,16,0.965908118,3.865241926,9,10,0.599720441,2.399881055
all5246,all5246,940,6258725,6259665,4,4,0.248300822,5,5,0.336709104,1.356053118,14,14,0.839774904,3.382086685,12,12,0.715070926,2.879857265
alr1623,alr1623,955,1911163,1912118,4,4,0.244400809,3,3,0.198852288,-1.229057066,19,19,1.121793551,4.589974787,15,15,0.879799307,3.599821582
all0903,all0903,961,1044883,1045844,4,4,0.242874893,1,1,0.065870251,-3.687171197,4,4,0.234692555,-1.034864072,19,19,1.107454625,4.559774004
alr1634,alr1634,964,1929275,1930239,4,4,0.242119059,8,8,0.525322087,2.169684989,27,27,1.579244743,6.52259575,209,209,12.14409009,50.15751404
phnJ,all2219,967,2662529,2663496,4,4,0.241367914,4,4,0.26184617,1.084842495,39,39,2.274054363,9.421527194,44,44,2.548718847,10.55947664
all5241,all5241,973,6254456,6255429,4,4,0.23987952,9,9,0.585520867,2.440895613,44,44,2.549779035,10.6294153,28,28,1.611910481,6.719666953
alr1793,alr1793,973,2155792,2156765,4,4,0.23987952,3,3,0.195173622,-1.229057066,23,23,1.332839041,5.556285268,8,8,0.460545852,1.919904844
alr3553,alr3553,973,4282682,4283655,4,4,0.23987952,6,6,0.390347245,1.627263742,37,37,2.144132371,8.938371954,15,15,0.863523472,3.599821582
dmnB,alr1152,982,1356861,1357843,4,4,0.237681031,4,4,0.257846483,1.084842495,10,10,0.574184179,2.415776204,10,10,0.570406204,2.399881055
alr5028,alr5028,991,6000120,6001111,4,4,0.235522475,3,3,0.191628592,-1.229057066,10,11,0.625866549,2.657353824,8,8,0.45218074,1.919904844
all4424,all4424,994,5302147,5303141,4,4,0.234811642,2,2,0.127366824,-1.843585599,14,14,0.794153329,3.382086685,16,16,0.901632019,3.839809687
alr2538,alr2538,1027,3043241,3044268,4,4,0.227266575,4,4,0.246548438,1.084842495,15,15,0.823537776,3.623664305,17,17,0.927201671,4.079797793
alr2404,alr2404,1042,2884588,2885630,4,4,0.223994983,6,6,0.364498915,1.627263742,16,16,0.865794801,3.865241926,6,6,0.32253679,1.439928633
all4000,all4000,1063,4817698,4818761,4,4,0.219569871,7,7,0.416847771,1.898474366,13,13,0.689561169,3.140509065,16,16,0.843106517,3.839809687
all7012,all7012,1081,8303,9384,4,4,213.0514464,3,3,141.7513607,-1.502994012,14,14,681.6300696,3.199368421,20,22,1169.829647,5.490831753
coxB (Nostoc_chromosome 3021097..3022181),alr2514,1084,3021097,3022181,4,4,0.215316211,1,1,0.058396044,-3.687171197,175,175,9.102726124,42.27608356,325,327,16.89717875,78.47611048
alr0691,alr0691,1090,797611,798701,4,4,0.214130984,3,3,0.174223793,-1.229057066,28,28,1.4484191,6.76417337,115,115,5.909722255,27.59863213
alr2595,alr2595,1093,3104216,3105309,4,4,0.21354325,1,1,0.057915198,-3.687171197,2,2,0.103174541,-2.069728145,2,2,0.10249568,-2.08343659
all4710,all4710,1102,5614381,5615483,4,4,0.211799249,0,0,0,-1.7977E+308,19,19,0.972153214,4.589974787,7,7,0.355805104,1.679916738
gap3,alr1095,1114,1283098,1284212,4,4,0.209517749,5,5,0.284117197,1.356053118,18,18,0.911066387,4.348397167,6,6,0.301690606,1.439928633
all2149,all2149,1120,2580622,2581742,4,4,0.208395333,6,6,0.339114169,1.627263742,3,3,0.151030946,-1.379818763,5,5,0.250062005,1.199940527
all2778,all2778,1120,3374838,3375958,4,4,0.208395333,6,6,0.339114169,1.627263742,3,3,0.151030946,-1.379818763,4,4,0.200049604,-1.041718295
alr2625,alr2625,1144,3135369,3136513,4,4,0.204023403,2,2,0.110666629,-1.843585599,41,41,2.020787012,9.904682435,27,27,1.322006126,6.479678847
all3000,all3000,1237,3644950,3646187,4,4,0.188684537,3,3,0.153519753,-1.229057066,24,24,1.093967076,5.797862889,32,32,1.449025428,7.679619374
alr1086,alr1086,1237,1271460,1272697,4,4,0.188684537,5,5,0.255866255,1.356053118,21,21,0.957221192,5.073130028,11,11,0.498102491,2.63986916
alr3699,alr3699,1249,4466958,4468207,4,4,0.186871715,4,4,0.202726378,1.084842495,69,69,3.114937679,16.66885581,21,21,0.941786768,5.039750214
alr3477,alr3477,1252,4196479,4197731,4,4,0.18642394,2,2,0.101120306,-1.843585599,11,11,0.495394369,2.657353824,11,12,0.536874337,2.879857265
alr3648,alr3648,1267,4401410,4402677,4,4,0.184216869,3,3,0.149884716,-1.229057066,29,29,1.29057751,7.005750991,19,19,0.839987289,4.559774004
all0422,all0422,1300,495092,496392,4,4,0.179540594,3,3,0.14607995,-1.229057066,6,6,0.260237937,1.449465722,4,4,0.172350428,-1.041718295
alr7305,alr7305,1321,331961,333282,4,36,1569.097291,10,96,3711.93268,2.365648517,21,117,4661.5403,2.970842105,18,126,5482.685874,3.494165661
gvpN,all2251,1333,2703876,2705209,4,4,0.175095853,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308,1,1,0.042020922,-4.166873179
alr0079,alr0079,1336,83189,84525,4,4,0.174702674,5,5,0.236906106,1.356053118,8,8,0.33763405,1.932620963,9,9,0.377339074,2.159892949
all0371,all0371,1369,434684,436053,4,4,0.170491434,4,4,0.184956352,1.084842495,6,6,0.247121489,1.449465722,12,12,0.490990994,2.879857265
alr2296,alr2296,1381,2766259,2767640,4,4,0.169009973,0,0,0,-1.7977E+308,8,8,0.326632217,1.932620963,7,7,0.283922682,1.679916738
alr5202,alr5202,1390,6203184,6204574,4,5,0.20989458,2,2,0.091081024,-2.304481998,12,14,0.567905331,2.705669348,10,14,0.564168668,2.687866781
alr0672,alr0672,1402,781816,783218,4,4,0.16647844,6,6,0.270904329,1.627263742,83,83,3.338049622,20.05094249,128,128,5.113964207,30.7184775
all7267,all7267,1423,281444,282867,4,4,161.8472337,0,1,35.89440641,-4.508982036,0,0,0,-1.7977E+308,1,1,40.39436045,-4.00667895
alr3547,alr3547,1477,4276027,4277504,4,4,0.158024897,4,4,0.171432123,1.084842495,8,8,0.305402228,1.932620963,5,5,0.189620478,1.199940527
all0958,all0958,1528,1112392,1113920,4,4,0.152750506,5,5,0.207137799,1.356053118,5,5,0.184505518,1.207888102,6,6,0.219949827,1.439928633
alr2857,alr2857,1564,3481073,3482637,4,4,0.149234509,8,8,0.323791875,2.169684989,20,20,0.721034353,4.831552407,8,8,0.286516057,1.919904844
all2113,all2113,1654,2529120,2530774,4,4,0.141114131,4,4,0.153086606,1.084842495,9,9,0.306810144,2.174198583,1,1,0.033865713,-4.166873179
alr0230,alr0230,1708,245045,246753,4,4,0.136652677,7,7,0.259431605,1.898474366,20,20,0.660244571,4.831552407,12,12,0.393540205,2.879857265
alr4691,alr4691,1726,5597132,5598858,4,4,0.135227562,7,7,0.256726061,1.898474366,8,8,0.261343622,1.932620963,18,18,0.584154117,4.319785898
alr0055,alr0055,1744,60067,61811,4,4,0.133831865,13,13,0.471856107,3.525738108,45,45,1.454885257,10.87099292,28,33,1.059895839,7.91960748
all1463,all1463,1915,1721071,1722986,4,4,0.121881343,8,8,0.264444121,2.169684989,24,25,0.736095123,6.039440509,10,10,0.292500727,2.399881055
all3615,all3615,1966,4365533,4367499,4,4,0.11871962,3,3,0.096594066,-1.229057066,9,9,0.258120029,2.174198583,17,17,0.484352043,4.079797793
alr1490,alr1490,2053,1753001,1755054,4,4,0.113688637,3,3,0.092500699,-1.229057066,3,3,0.082393891,-1.379818763,5,5,0.136419604,1.199940527
all2162,all2162,2359,2596465,2598824,4,4,0.098941404,6,6,0.16100376,1.627263742,19,19,0.454138551,4.589974787,11,11,0.261192362,2.63986916
alr2833,alr2833,2416,3449719,3452135,4,4,0.096607108,12,12,0.314410488,3.254527484,3167,3169,73.95848716,765.5594789,979,980,22.72086565,235.1883433
asl0588,asl0588,259,684478,684737,3,3,0.675876755,4,4,0.977626433,1.44645666,3,3,0.653106792,-1.034864072,3,3,0.648809527,-1.041718295
asl3974,asl3974,274,4789277,4789551,3,3,0.638876202,2,2,0.462053369,-1.382689199,3,4,0.823137028,1.288413975,6,6,1.226581515,1.919904844
asr2160,asr2160,274,2593080,2593354,3,3,0.638876202,11,11,2.541293528,3.977755814,0,0,0,-1.7977E+308,1,1,0.204430253,-3.125154885
asl2383,asl2383,277,2867621,2867898,3,3,0.631956966,0,0,0,-1.7977E+308,31,31,6.310221943,9.985208308,15,15,3.033243098,4.799762109
asl0204,asl0204,283,220780,221063,3,3,0.618558585,5,5,1.11839773,1.808070824,0,0,0,-1.7977E+308,1,1,0.197928937,-3.125154885
asr2600,asr2600,289,3111149,3111438,3,3,0.605716538,4,4,0.87614272,1.44645666,0,0,0,-1.7977E+308,3,3,0.581459057,-1.041718295
asr7257,asr7257,292,275280,275572,3,3,591.5460964,2,2,349.8475364,-1.690868263,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308
asr3770,asr3770,295,4557090,4557385,3,3,0.593396879,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308
asr4669,asr4669,295,5569769,5570064,3,3,0.593396879,3,3,0.643742151,1.084842495,0,0,0,-1.7977E+308,3,4,0.759510362,1.279936562
asr1182,asr1182,304,1391504,1391808,3,3,0.575829209,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308
asr2565,asr2565,304,3065162,3065466,3,3,0.575829209,3,3,0.624683995,1.084842495,7,7,1.2983362,2.254724457,13,13,2.395330788,4.159793828
asr3886,asr3886,307,4687382,4687689,3,3,0.570202213,2,2,0.412386394,-1.382689199,11,11,2.020305376,3.543138432,23,23,4.196480299,7.359635234
asl1513,asl1513,313,1773973,1774286,3,3,0.559271819,4,4,0.808962448,1.44645666,3,3,0.540430221,-1.034864072,29,29,5.189785262,9.279540077
asl4361,asl4361,313,5223992,5224305,3,3,0.559271819,5,5,1.011203059,1.808070824,2,2,0.360286814,-1.552296109,6,10,1.789581125,3.199841406
asr1344,asr1344,313,1596297,1596610,3,3,0.559271819,1,1,0.202240612,-2.765378398,2,2,0.360286814,-1.552296109,5,5,0.894790562,1.599920703
asr3217,asr3217,316,3884675,3884991,3,3,0.553962277,4,4,0.801282424,1.44645666,3,3,0.535299554,-1.034864072,1,1,0.177259143,-3.125154885
asr5313,asr5313,316,6338473,6338789,3,3,0.553962277,1,1,0.200320606,-2.765378398,5,5,0.892165924,1.610517469,15,15,2.658887146,4.799762109
asl1262,asl1262,319,1497577,1497896,3,3,0.5487526,0,0,0,-1.7977E+308,10,10,1.767551298,3.221034938,22,22,3.863026842,7.039651093
asl2299,asl2299,325,2769895,2770220,3,3,0.538621783,1,1,0.194773266,-2.765378398,208,208,36.08632729,66.99752671,375,375,64.63141062,119.9940527
asr0690,asr0690,325,797173,797498,3,3,0.538621783,1,1,0.194773266,-2.765378398,2,7,1.214443707,2.254724457,38,56,9.651623986,17.91911187
asl2332,asl2332,334,2810949,2811283,3,3,0.524108022,9,9,1.705723963,3.254527484,39,39,6.58386398,12.56203626,18,18,3.018712592,5.759714531
asr1131,asr1131,334,1330596,1330930,3,3,0.524108022,4,4,0.758099539,1.44645666,11,11,1.856987276,3.543138432,9,9,1.509356296,2.879857265
nlpD,asl2362,334,2845633,2845967,3,3,0.524108022,1,1,0.189524885,-2.765378398,1,1,0.168817025,-3.104592217,0,0,0,-1.7977E+308
asl2805,asl2805,337,3413785,3414122,3,3,0.519442372,1,1,0.18783772,-2.765378398,3,3,0.501942609,-1.034864072,1,1,0.166213321,-3.125154885
asr5142,asr5142,343,6137677,6138020,3,3,0.510355917,1,1,0.184551929,-2.765378398,0,0,0,-1.7977E+308,1,1,0.163305799,-3.125154885
asr3082,asr3082,355,3730278,3730633,3,8,1.314945198,0,5,0.891567768,-1.474868479,2,2,0.317661332,-4.139456289,3,5,0.788928017,-1.666749272
asr1828,asr1828,364,2193780,2194144,3,3,0.480912306,4,4,0.695618808,1.44645666,4,4,0.619614136,1.288413975,2,2,0.307768622,-1.562577442
asl3025,asl3025,376,3665741,3666117,3,3,0.465564041,2,2,0.336709104,-1.382689199,1,1,0.149959804,-3.104592217,4,4,0.595892438,1.279936562
asl3784,asl3784,376,4572230,4572606,3,3,0.465564041,2,2,0.336709104,-1.382689199,16,16,2.399356868,5.153655901,23,23,3.42638152,7.359635234
asr4471,asr4471,385,5356020,5356405,3,4,0.606240968,4,6,0.986513946,1.627263742,8,19,2.782630757,4.589974787,7,11,1.600396834,2.63986916
asl1664,asl1664,388,1985456,1985844,3,3,0.451165153,3,4,0.65259084,1.44645666,4,4,0.581287489,1.288413975,7,7,1.010559857,2.239888984
fdxB,asr2513,394,3020222,3020616,3,3,0.444294618,6,6,0.963979363,2.169684989,343,343,49.08633511,110.4814984,5974,5975,849.4492081,1911.90524
all3489,all3489,400,4204204,4204604,3,3,0.437630199,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308,2,2,0.280069446,-1.562577442
all4626,all4626,403,5530332,5530735,3,3,0.434372406,2,2,0.314150429,-1.382689199,1,1,0.139912869,-3.104592217,1,1,0.138992281,-3.125154885
alr7386,alr7386,406,407440,407846,3,3,425.4469462,3,3,377.4217265,-1.127245509,3,3,388.9032927,-1.093965914,3,3,424.7377457,-1.001669737
alr2454,alr2454,409,2950034,2950443,3,3,0.428000194,6,6,0.928625597,2.169684989,12,12,1.654324295,3.865241926,7,7,0.95867292,2.239888984
alr7092,alr7092,424,81476,81900,3,3,407.3855192,2,2,240.9327374,-1.690868263,3,3,372.3932473,-1.093965914,8,8,1084.55047,2.662221456
all3436,all3436,430,4143376,4143806,3,3,0.407097859,0,0,0,-1.7977E+308,4,4,0.524510571,1.288413975,8,8,1.042118869,2.559873125
all0434,all0434,433,513408,513841,3,3,0.40427732,1,1,0.146192405,-2.765378398,4,6,0.781314823,1.932620963,0,0,0,-1.7977E+308
all0858,all0858,436,984427,984863,3,3,0.401495595,5,5,0.725932472,1.808070824,15,16,2.069170143,5.153655901,7,7,0.899305561,2.239888984
alr3508,alr3508,439,4228198,4228637,3,3,0.398751889,9,9,1.297748983,3.254527484,7,7,0.899075637,2.254724457,1,1,0.127594281,-3.125154885
alr5143,alr5143,451,6137939,6138390,3,3,0.388142083,1,3,0.421073026,1.084842495,3,3,0.375065763,-1.034864072,2,2,0.248398622,-1.562577442
all3039,all3039,460,3680426,3680886,3,4,0.507397332,5,8,1.100892374,2.169684989,2,2,0.24515168,-2.069728145,6,6,0.730615946,1.439928633
alr1190,alr1190,460,1400953,1401413,3,3,0.380547999,1,1,0.137611547,-2.765378398,0,0,0,-1.7977E+308,2,2,0.243538649,-1.562577442
all0591,all0591,472,686900,687372,3,3,0.37087305,9,9,1.207016533,3.254527484,34,34,4.061623172,10.95151879,34,34,4.034898799,10.87946078
alr3166,alr3166,478,3832014,3832492,3,4,0.488290319,0,0,0,-1.7977E+308,1,1,0.117960013,-4.139456289,2,3,0.351551606,-1.388957726
all0754,all0754,484,875552,876036,3,4,0.482237133,5,5,0.653939169,1.356053118,0,0,0,-1.7977E+308,2,2,0.231462352,-2.08343659
all1268,all1268,496,1506484,1506980,3,3,0.35292758,3,3,0.382870836,1.084842495,11,11,1.250471271,3.543138432,18,18,2.032762108,5.759714531
alr3803,alr3803,496,4595259,4595755,3,3,0.35292758,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308
all1003,all1003,499,1174705,1175204,3,3,0.35080577,6,6,0.761138014,2.169684989,9,9,1.016961879,2.898931444,3,3,0.336756849,-1.041718295
alr3172,alr3172,502,3841797,3842299,3,3,0.348709322,8,8,1.008785841,2.892913319,1,1,0.112320491,-3.104592217,7,7,0.781070168,2.239888984
all0315,all0315,508,359607,360115,3,9,1.033772123,3,8,0.996871048,-1.037016899,2,3,0.332981613,-3.104592217,1,5,0.551317807,-1.875092931
alr1796,alr1796,523,2157647,2158170,3,3,0.334707609,3,3,0.363105037,1.084842495,3,3,0.323431471,-1.034864072,5,5,0.535505633,1.599920703
alr4634,alr4634,523,5538681,5539204,3,3,0.334707609,0,0,0,-1.7977E+308,4,4,0.431241961,1.288413975,3,3,0.32130338,-1.041718295
all2424,all2424,535,2908700,2909235,3,3,0.327200149,9,9,1.064881876,3.254527484,21,21,2.213238531,6.76417337,20,20,2.093977167,6.399682812
alr1794,alr1794,535,2156767,2157302,3,3,0.327200149,7,7,0.828241459,2.531299154,15,15,1.580884665,4.831552407,14,14,1.465784017,4.479777968
all2689,all2689,538,3280874,3281412,3,5,0.542292687,6,7,0.823623012,1.518779492,10,10,1.048046215,1.932620963,14,15,1.561725535,2.879857265
alr7043,alr7043,550,37521,38071,3,7,732.800134,3,4,371.4744751,-1.972679641,1,4,382.7751196,-1.91444035,0,0,0,-1.7977E+308
alr3790,alr3790,556,4581966,4582522,3,3,0.31484187,5,5,0.569256399,1.808070824,20,20,2.028233323,6.442069876,26,26,2.619354531,8.319587656
alr0614,alr0614,562,714670,715232,3,3,0.311480568,9,9,1.013722071,3.254527484,38,38,3.812501215,12.23993277,42,42,4.186091364,13.43933391
alr3449,alr3449,568,4157966,4158534,3,3,0.308190281,4,4,0.445783884,1.44645666,9,9,0.893422496,2.898931444,12,14,1.38062403,4.479777968
all4927,all4927,574,5878467,5879041,3,3,0.30496878,6,6,0.661686183,2.169684989,17,17,1.66993566,5.475759395,2,2,0.195170346,-1.562577442
all0995,all0995,577,1165952,1166529,3,3,0.303383153,3,3,0.329122937,1.084842495,10,10,0.977207736,3.221034938,10,10,0.970777976,3.199841406
all7269,all7269,577,284467,285044,3,3,299.3612828,25,25,2213.073671,7.392651616,4,4,364.8636322,1.218807018,4,4,398.483015,1.331110728
all3628,all3628,607,4378413,4379020,3,3,0.288388928,2,2,0.208571043,-1.382689199,5,5,0.464455407,1.610517469,10,13,1.199638484,4.159793828
alr7052,alr7052,610,43239,43849,3,3,283.1663281,2,2,167.4680011,-1.690868263,2,2,172.5625539,-1.640948871,5,5,471.1571714,1.66388841
all4797,all4797,613,5715891,5716504,3,3,0.285566198,2,2,0.206529565,-1.382689199,0,0,0,-1.7977E+308,3,3,0.274129963,-1.041718295
alr7015,alr7015,613,12177,12790,3,3,281.7805223,1,1,83.32420933,-3.381736527,5,5,429.2950974,1.523508772,3,3,281.3108071,-1.001669737
all4063,all4063,619,4892354,4892973,3,3,0.28279819,12,12,1.227165975,4.339369979,2,2,0.18218057,-1.552296109,7,7,0.63343655,2.239888984
alr0944,alr0944,622,1096595,1097217,3,3,0.281434211,4,4,0.407082389,1.44645666,12,12,1.087811313,3.865241926,35,35,3.151906949,11.19944492
all1473,all1473,628,1736144,1736772,3,5,0.464575582,3,3,0.3023948,-1.536321332,5,6,0.538709106,1.159572578,8,9,0.80274682,1.727914359
all3835,all3835,631,4634484,4635115,3,3,0.277420094,0,0,0,-1.7977E+308,2,2,0.178715963,-1.552296109,0,0,0,-1.7977E+308
all2039,all2039,640,2439823,2440463,3,3,0.273518874,1,1,0.098908299,-2.765378398,17,17,1.497723545,5.475759395,11,11,0.962738721,3.519825547
all2684,all2684,640,3276292,3276932,3,3,0.273518874,3,3,0.296724898,1.084842495,11,11,0.969115235,3.543138432,7,7,0.612651913,2.239888984
all2842,all2842,643,3463132,3463775,3,3,0.272242736,5,5,0.492234149,1.808070824,3,3,0.26307101,-1.034864072,1,1,0.087113358,-3.125154885
alr4734,alr4734,643,5645150,5645793,3,3,0.272242736,1,1,0.09844683,-2.765378398,11,11,0.964593702,3.543138432,7,7,0.609793506,2.239888984
all4049,all4049,646,4874845,4875491,3,3,0.270978451,6,6,0.587937878,2.169684989,9,9,0.785547953,2.898931444,12,12,1.040505682,3.839809687
alr2862,alr2862,649,3487207,3487856,3,3,0.269725854,0,0,0,-1.7977E+308,6,6,0.52127784,1.932620963,4,4,0.345231983,1.279936562
all7165,all7165,652,165181,165833,3,3,264.9255524,1,1,78.34009252,-3.381736527,16,16,1291.57249,4.87522807,6,6,528.9678673,1.996666092
all4381,all4381,655,5251532,5252187,3,3,0.267255083,4,4,0.386572895,1.44645666,17,17,1.463424532,5.475759395,16,16,1.36827821,5.11974625
alr0555,alr0555,655,646297,646952,3,3,0.267255083,7,7,0.676502566,2.531299154,15,15,1.29125694,4.831552407,11,11,0.940691269,3.519825547
alr1444,alr1444,661,1703574,1704235,3,3,0.264829167,4,4,0.383063912,1.44645666,4,4,0.3412096,1.288413975,3,3,0.2542234,-1.041718295
alr5160,alr5160,661,6158873,6159534,3,11,0.971040279,4,15,1.436489671,1.479330674,21,42,3.582700799,3.689549111,27,60,5.084468006,5.236104119
all4142,all4142,670,4987812,4988482,3,3,0.26127176,4,4,0.377918278,1.44645666,12,12,1.009878562,3.865241926,13,13,1.086836656,4.159793828
alr5320,alr5320,679,6348467,6349146,3,3,0.257808659,0,0,0,-1.7977E+308,0,0,0,-1.7977E+308,1,1,0.082494682,-3.125154885
alr0194,alr0194,682,210482,211164,3,3,0.256674603,1,1,0.092817172,-2.765378398,0,0,0,-1.7977E+308,4,4,0.328527209,1.279936562
coxC (Nostoc_chromosome 3023936..3024630),alr2516,694,3023936,3024630,3,3,0.252236426,3,3,0.273636793,1.084842495,465,465,37.77949881,149.7781246,957,957,77.24105471,306.2248226
